genres,release_date,tags,specs,price,sentiment,metascore
['Strategy'],2000-10-20,"['Strategy', 'Turn-Based Strategy']",['Single-player'],5.99,Mixed,72
['RPG'],2000-06-07,"['RPG', 'Violent', 'Vampire', 'Story Rich', 'Singleplayer', 'Classic', 'Atmospheric']",['Single-player'],5.99,Very Positive,74
"['Action', 'Strategy']",2017-04-19,"['Strategy', 'Base Building', 'Action', 'RTS', 'Physics', 'Multiplayer', 'Singleplayer', 'Co-op', 'Building', '2D', 'Indie', 'Sandbox', 'Destruction']","['Single-player', 'Online Multi-Player', 'Online Co-op', 'Steam Achievements', 'Steam Workshop', 'Includes level editor']",14.99,Very Positive,74
['Adventure'],2017-04-27,"['Horror', 'Adventure', 'Atmospheric', 'Puzzle-Platformer', 'Dark', 'Puzzle', 'Singleplayer', 'Indie', 'Stealth', 'Platformer', 'Story Rich', 'Great Soundtrack', 'Short', 'Female Protagonist', '2.5D', 'Strategy', 'Psychological Horror', 'Survival Horror', 'Third Person', 'Action']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,Very Positive,81
"['Action', 'Casual', 'Simulation']",2000-06-15,"['Action', 'Casual', 'Simulation']",['Single-player'],2.99,Negative,46
"['Indie', 'Strategy']",2017-05-04,"['Strategy', 'Indie', '4X', 'Space', 'Real-Time with Pause', 'Sci-fi', 'RTS']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']",29.99,Mixed,70
"['Action', 'Adventure', 'Indie', 'RPG']",2017-05-05,"['Indie', 'Adventure', 'Action', 'Action-Adventure', 'Top-Down', 'Exploration', 'Funny', 'Action RPG', 'RPG', 'Singleplayer', 'Atmospheric', 'Story Rich', 'Retro', 'Controller', 'Character Action Game']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,Very Positive,75
"['Adventure', 'Indie', 'RPG']",2017-05-10,"['Indie', 'Story Rich', 'Adventure', 'Great Soundtrack', 'RPG', 'RPGMaker', 'Pixel Graphics', 'Anime', 'Puzzle', 'Singleplayer', 'Cute']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",9.99,Overwhelmingly Positive,84
"['Adventure', 'Indie']",2017-05-16,"['Adventure', 'Indie', 'Story Rich', 'Great Soundtrack', 'Atmospheric', 'Walking Simulator', 'Puzzle']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",19.99,Mostly Positive,57
"['Indie', 'Simulation', 'Strategy']",2017-05-16,"['Simulation', 'Strategy', 'Trains', 'Indie', 'Historical', 'Western', 'Action', 'Singleplayer', 'Real-Time with Pause']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']",24.99,Mostly Positive,66
"['Adventure', 'Indie']",2017-05-17,"['Adventure', 'Indie', 'Great Soundtrack', 'Puzzle', 'Exploration']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",17.99,Very Positive,75
"['Simulation', 'Strategy']",2017-05-18,"['Simulation', 'Strategy', 'City Builder', 'Sandbox']","['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor']",12.99,Very Positive,78
"['Action', 'Adventure', 'Indie']",2017-05-18,"['Adventure', 'Indie', 'Action', 'Magic', 'Female Protagonist', 'Fantasy', 'RPG', 'Great Soundtrack', 'Singleplayer']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,Very Positive,74
"['Action', 'Adventure', 'RPG']",2017-05-18,"['Adventure', 'Sandbox', 'Multiplayer', 'Open World', 'Building', 'RPG', 'Crafting', 'Survival', 'Action', 'Co-op', 'Exploration', 'Singleplayer', 'Fantasy', 'Voxel', 'Casual', 'MMORPG', 'Cute', 'Dungeon Crawler', 'Great Soundtrack', 'Third Person']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support']",19.99,Very Positive,72
"['Adventure', 'Casual', 'Indie', 'Simulation']",2017-05-19,"['Adventure', 'Indie', 'Casual', 'FMV', 'Simulation', 'Lovecraftian', 'Psychological Horror']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']",8.99,Very Positive,78
"['Action', 'Indie']",2017-05-23,"['Action', 'Indie', 'Multiplayer', '4 Player Local', 'Fighting', 'Local Multiplayer', '2D Fighter', '2D']","['Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",14.99,Positive,68
"['Action', 'RPG', 'Simulation', 'Strategy']",2017-05-23,"['Space', 'Open World', 'Action', 'RPG', 'Strategy', 'Simulation', 'Sci-fi', 'Space Sim', 'Singleplayer', 'Sandbox', 'Moddable', '4X', 'Base Building', 'Strategy RPG', 'Indie', 'Multiplayer']","['Single-player', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",34.99,Mostly Positive,74
"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']",2017-05-24,"['Massively Multiplayer', 'MMORPG', 'Open World', 'RPG', 'Adventure', 'Fantasy', 'Action', 'Character Customization', 'Sandbox', 'PvP', 'Multiplayer', 'Violent', 'Third Person', 'Fishing', 'Nudity', 'Strategy', 'Simulation', 'Hack and Slash', 'Co-op', 'Female Protagonist']","['Online Multi-Player', 'MMO', 'Online Co-op', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support']",9.99,Mostly Positive,73
['Action'],2017-05-29,"['Action', 'Destruction', 'Arcade', 'Driving']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",14.99,Mostly Positive,64
"['Action', 'Indie', 'Massively Multiplayer', 'Simulation', 'Strategy']",2017-05-30,"['FPS', 'War', 'Realistic', 'Multiplayer', 'Shooter', 'Military', 'Action', 'Tactical', 'First-Person', 'Team-Based', 'Historical', 'Simulation', 'Gore', 'Atmospheric', 'Cold War', 'Violent', 'Massively Multiplayer', 'Strategy', 'Singleplayer', 'Indie']","['Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Stats', 'Includes level editor']",24.99,Mostly Positive,81
"['Indie', 'RPG', 'Simulation', 'Strategy']",2017-05-30,"['Space', 'Strategy', 'Simulation', 'RPG', 'Indie', 'Exploration', 'Sci-fi', 'Procedural Generation', 'Story Rich', 'Rogue-like', 'Survival', 'Adventure', 'Singleplayer', 'Difficult']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",39.99,Mixed,68
"['Action', 'Indie', 'Racing', 'Simulation', 'Sports']",2017-06-01,"['Racing', 'Sports', 'Simulation', 'Action', 'Indie', 'Futuristic', 'Sci-fi']","['Single-player', 'Online Multi-Player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",19.99,Mostly Positive,58
"['Action', 'Sports']",2017-06-01,"['Fighting', 'Action', 'Multiplayer', 'Arcade', 'Competitive', 'Great Soundtrack', 'Local Multiplayer', 'Singleplayer', 'e-sports', 'Controller', 'Story Rich', 'Anime', 'Difficult', ""Beat 'em up"", 'Sports', 'Nudity', 'Character Customization', 'Atmospheric', 'Third Person', 'Sexual Content']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",49.99,Very Positive,82
['Strategy'],2017-06-02,"['Strategy', 'World War II', 'RTS', 'Military', 'Real Time Tactics', 'Tactical', 'War', 'Multiplayer', 'Historical', 'PvP', 'Tanks', 'Massively Multiplayer', 'Competitive', 'Singleplayer', 'Simulation', 'Realistic', 'Difficult', 'Real-Time', 'Real-Time with Pause', 'Base Building']","['Single-player', 'Multi-player', 'Online Multi-Player', 'MMO', 'Steam Achievements', 'Steam Trading Cards']",19.99,Mixed,68
"['Action', 'Indie']",2017-06-07,"['Action', 'Indie', 'Bullet Hell', ""Shoot 'Em Up"", 'Rogue-lite', 'Great Soundtrack', 'Rogue-like', 'Arena Shooter', 'Difficult', '2D', 'Pixel Graphics', 'Dungeon Crawler']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",7.99,Very Positive,83
"['Simulation', 'Sports']",2017-06-15,"['Sports', 'Simulation', 'Multiplayer', 'Management', 'Cycling']","['Single-player', 'Online Multi-Player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Steam Cloud']",29.99,Mixed,71
"['Indie', 'RPG', 'Strategy']",2017-06-19,"['Indie', 'Strategy', 'RPG', 'Lovecraftian', 'Turn-Based Combat', 'Dungeon Crawler', 'Singleplayer', 'Dark Humor', 'Difficult', 'Linear', 'Drama', 'Illuminati', 'Investigation', 'Dark Comedy', 'Conspiracy', 'Casual', 'Dark Fantasy', 'Walking Simulator', 'Rogue-like', 'Mod']","['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud']",9.99,Mixed,82
"['Action', 'Indie']",2017-06-20,"['Twin Stick Shooter', 'Action', 'Bullet Hell', 'Great Soundtrack', 'Arcade', 'Indie', ""Shoot 'Em Up"", 'Cyberpunk', 'Difficult', 'Controller', 'Shooter', 'Top-Down', 'Sci-fi', 'Replay Value', 'Singleplayer', 'Local Co-Op', 'Co-op', 'Competitive', 'Top-Down Shooter']","['Single-player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,Very Positive,84
['Action'],2017-06-20,"['Action', 'Mystery', 'Psychological Horror', 'FPS', 'Story Rich', 'Thriller', 'Detective', 'First-Person', 'Dark', 'Horror', 'Psychological', 'Shooter', 'Great Soundtrack', 'Exploration', 'Adventure', 'Mature', 'Drama', 'Psychedelic', 'Indie', 'Walking Simulator']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",29.99,Mostly Positive,75
"['Indie', 'Strategy']",2017-07-10,"['Strategy', 'Indie', 'Board Game', 'Multiplayer', 'Asynchronous Multiplayer', 'Turn-Based', 'Local Multiplayer']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Cloud']",14.99,Very Positive,81
"['Action', 'Casual']",2017-07-13,"['Action', 'Casual', 'Puzzle', 'Retro']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Leaderboards', 'Includes level editor']",19.99,Positive,76
"['Action', 'Indie']",2017-07-14,"['Action', 'Indie', 'Stealth', '2D', 'Gore']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,Very Positive,64
"['Adventure', 'Indie']",2017-07-18,"['Adventure', 'Open World', 'Exploration', 'Crafting', 'Relaxing', 'Indie', 'Casual', 'Singleplayer', 'Building', 'Sandbox', 'Cute', 'Atmospheric', 'Third Person', 'Agriculture', 'Family Friendly', 'Fantasy', 'Great Soundtrack', 'Fishing', 'RPG', 'Survival']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",24.99,Very Positive,70
"['Casual', 'Indie', 'Simulation']",2017-07-20,"['Dating Sim', 'Romance', 'Memes', 'Simulation', 'Sexual Content', 'Visual Novel', 'Indie', 'Character Customization', 'Casual', 'Funny', 'Cute', 'Story Rich', 'Singleplayer', 'Choices Matter', 'Comedy', 'NSFW', 'Mature', 'Nudity', 'Multiple Endings', 'Great Soundtrack']","['Single-player', 'Captions available', 'Partial Controller Support']",14.99,Very Positive,72
"['Action', 'Indie']",2017-07-25,"['Action', 'Indie', 'Parkour', 'Female Protagonist', '3D Platformer', 'Difficult', 'Great Soundtrack']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",19.99,Very Positive,76
"['Action', 'Indie', 'RPG']",2017-07-25,"['Great Soundtrack', 'Story Rich', 'Visual Novel', 'Indie', 'RPG', 'Sports', 'Atmospheric', 'Hand-drawn', 'Fantasy', 'Singleplayer', 'Action', 'Party-Based RPG', 'Adventure', 'Local Multiplayer', 'Colorful', 'Choices Matter', 'Multiplayer']","['Single-player', 'Local Multi-Player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",19.99,Very Positive,82
"['Action', 'Indie', 'RPG', 'Strategy']",2017-07-26,"['Action', 'Indie', 'RPG', 'Strategy', 'Twin Stick Shooter', 'Top-Down Shooter', 'Co-op', 'Sci-fi', 'Zombies', 'Space', 'Horror', 'Aliens', 'Action RPG', 'Strategy RPG', 'Local Co-Op']","['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",19.99,Mostly Positive,68
"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",2017-07-31,"['MMORPG', 'Massively Multiplayer', 'RPG', 'Lovecraftian', 'Horror', 'Story Rich', 'Illuminati', 'Conspiracy', 'Action', 'Open World', 'Mythology', 'Exploration', 'Puzzle', 'Adventure', 'Supernatural', 'Multiplayer', 'Zombies', 'Third Person', 'Free to Play', 'Character Customization']","['Multi-player', 'Online Multi-Player', 'MMO', 'Online Co-op', 'Steam Trading Cards']",0.0,Mostly Positive,76
"['Action', 'Indie', 'Strategy']",2017-08-01,"['Action', 'Indie', 'Strategy', ""Beat 'em up""]","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",19.99,Very Positive,81
"['Action', 'Adventure', 'Indie', 'Simulation']",2017-08-01,"['Cute', 'Exploration', 'Colorful', 'First-Person', 'Adventure', 'Singleplayer', 'Open World', 'Funny', 'Fantasy', 'Simulation', 'Sandbox', 'Management', 'Casual', 'Indie', 'Great Soundtrack', 'Action', 'Female Protagonist', 'Family Friendly', 'FPS', 'Anime']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,Overwhelmingly Positive,81
['RPG'],2017-08-02,"['JRPG', 'RPG', 'Anime', 'Story Rich', 'Great Soundtrack', 'Turn-Based', 'Singleplayer', 'Adventure', 'Fantasy', 'Turn-Based Combat', 'Cute', 'Dungeon Crawler', 'Visual Novel', 'Romance', 'Female Protagonist']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",39.99,Overwhelmingly Positive,80
"['Indie', 'Simulation']",2017-08-04,"['Indie', 'Simulation', 'Management', 'Lovecraftian', 'Horror', 'Dystopian', 'Great Soundtrack']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']",9.99,Mostly Positive,69
"['Action', 'Adventure', 'Indie', 'RPG']",2017-08-08,"['Action', 'RPG', 'Adventure', 'Indie', 'Cute', 'Hack and Slash', 'Open World', 'Singleplayer', 'Action RPG']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",12.99,Overwhelmingly Positive,78
"['Action', 'Indie', 'RPG']",2017-08-09,"['Action', 'Indie', 'RPG', 'Magic', 'Singleplayer']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",19.99,Mixed,64
"['Adventure', 'Indie', 'RPG']",2017-08-10,"['RPG', 'Adventure', 'Comedy', 'Western', 'Funny', 'Indie', 'Open World', 'Story Rich', 'Replay Value', 'Singleplayer', '2D', 'Memes', 'Turn-Based Combat', 'Great Soundtrack', 'Action', 'Character Customization']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",10.99,Overwhelmingly Positive,86
['Strategy'],2017-08-11,"['Strategy', 'World War II', 'RTS', 'War', 'Real-Time', 'Realistic', 'Historical', 'Tanks', 'Multiplayer']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",49.99,Mostly Positive,70
"['Adventure', 'Indie']",2017-08-15,"['Cyberpunk', 'Horror', 'Psychological Horror', 'Atmospheric', 'Adventure', 'Violent', 'Sci-fi', 'Gore', 'Walking Simulator', 'First-Person', 'Story Rich', 'Indie', 'Futuristic', 'Singleplayer', 'Dystopian', 'Dark', 'Detective', 'Stealth', 'Survival', 'Action']","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",29.99,Very Positive,78
"['Action', 'Casual', 'Indie']",2017-08-15,"['Action', 'Indie', 'Casual', 'Local Multiplayer', 'Multiplayer', 'Fighting', 'Swordplay', 'Pixel Graphics', 'Funny', 'Gore', '2D', 'Comedy']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Full controller support']",14.99,Mostly Positive,80
['Strategy'],2017-08-28,"['Strategy', 'Turn-Based', 'Tactical', 'Turn-Based Tactics', 'Aliens', 'Sci-fi', 'Zombies', 'Turn-Based Strategy', 'Action']","['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud']",39.99,Very Positive,88
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']",2017-08-29,"['Survival', 'Dinosaurs', 'Open World', 'Multiplayer', 'Crafting', 'Building', 'Adventure', 'Base Building', 'Co-op', 'Action', 'First-Person', 'Sandbox', 'Massively Multiplayer', 'Singleplayer', 'Dragons', 'RPG', 'Sci-fi', 'MMORPG', 'Indie', 'Free to Play']","['Single-player', 'Multi-player', 'MMO', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Includes level editor']",59.99,Mixed,70
"['Action', 'RPG']",2017-08-30,"['RPG', 'Action', 'JRPG', 'Great Soundtrack', 'Anime', 'Adventure', 'Action RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",24.99,Very Positive,80
"['Action', 'Adventure', 'Indie', 'RPG']",2017-09-01,"['Adventure', 'Action', 'RPG', 'Indie', 'Pixel Graphics', '2D', 'Procedural Generation', 'Singleplayer']","['Single-player', 'Co-op', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",19.99,Mostly Positive,67
"['Action', 'Adventure', 'Indie', 'RPG']",2017-09-28,"['Adventure', 'Action', 'Indie', 'RPG', 'Hack and Slash', 'Dungeon Crawler', 'Dark Fantasy', 'Atmospheric']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,Mostly Positive,69
['Sports'],2017-09-13,"['Heist', 'Sports', 'Soccer', 'Football', 'Multiplayer', 'Simulation', 'Singleplayer', 'Co-op', 'Memes', 'Walking Simulator', 'Gore']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Full controller support', 'In-App Purchases']",59.99,Mixed,81
"['Indie', 'Simulation', 'Strategy']",2017-09-14,"['Strategy', 'Simulation', 'Historical', 'Turn-Based Strategy', 'Turn-Based', '4X', 'Indie', 'War', 'Grand Strategy', 'Multiplayer', 'Sandbox', 'Military', 'PvP', 'Survival', 'Tactical']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards']",29.99,Mostly Positive,74
['Action'],2017-09-14,"['Stealth', 'Action', 'Violent', 'First-Person', 'Female Protagonist', 'Atmospheric', 'Steampunk', 'Story Rich', 'Singleplayer', 'Assassin', 'Adventure', 'Magic', 'Dark', 'Open World', 'Choices Matter', 'Gore', 'FPS', 'Parkour', 'Fantasy', 'Great Soundtrack']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",29.99,Very Positive,80
"['Action', 'Indie']",2017-09-19,"['Action', 'Indie', 'Multiplayer', 'FPS']","['Online Multi-Player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,Mostly Positive,65
"['Action', 'Adventure', 'Indie']",2017-09-19,"['Adventure', 'Action', 'Stealth', 'Indie', 'Female Protagonist', 'Sci-fi', 'Third Person', 'Singleplayer', 'Horror', 'Atmospheric', 'Walking Simulator', 'Puzzle', 'Cyberpunk']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",24.99,Very Positive,72
['Action'],2017-09-19,"['Fighting', 'Action', 'Superhero', 'Heist', 'Arcade', 'Multiplayer', '2D Fighter', 'Competitive', 'Memes', 'Comic Book', 'Open World', 'Anime', 'Singleplayer']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",59.99,Mixed,69
"['Action', 'Indie']",2017-09-21,"['Action', 'Indie', 'Multiplayer', 'Driving', '4 Player Local', '1980s', 'Co-op', 'Great Soundtrack', 'Team-Based', 'Female Protagonist', 'Fast-Paced', 'Retro', 'Online Co-Op', 'Replay Value', 'Futuristic', 'Sci-fi', 'Cartoony', 'Destruction']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,Positive,59
"['Action', 'Adventure', 'Indie', 'Strategy']",2017-09-21,"['Indie', 'Action', 'Space', 'Stealth', 'Rogue-like', 'Top-Down', 'Strategy', 'Procedural Generation', 'Sci-fi', 'Adventure', 'Singleplayer', 'Rogue-lite', 'Open World', 'Real-Time with Pause', '2D', 'Top-Down Shooter']","['Single-player', 'Steam Achievements', 'Steam Cloud']",14.99,Very Positive,79
"['Action', 'Adventure', 'Indie']",2017-09-22,"['Action', 'Indie', 'Adventure', 'Isometric', 'Funny', 'Atmospheric', 'Singleplayer', 'Controller', 'Hand-drawn', 'Cute', 'Puzzle', 'Music', 'Colorful', 'Surreal', 'Great Soundtrack', 'Story Rich']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,Very Positive,77
['RPG'],2017-09-26,"['RPG', 'Anime', 'JRPG', 'Female Protagonist', 'Great Soundtrack', 'Singleplayer']","['Single-player', 'Steam Achievements', 'Partial Controller Support']",59.99,Mostly Positive,61
"['Action', 'Indie']",2017-09-26,"['Cyberpunk', 'Action', 'Violent', 'Indie', 'Great Soundtrack', 'Gore', 'Twin Stick Shooter', 'Top-Down Shooter', 'Isometric', 'Sci-fi', 'Difficult', 'Singleplayer', 'Atmospheric', 'Shooter', 'Third Person', 'Anime']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",19.99,Very Positive,75
"['Action', 'Adventure', 'Indie', 'RPG']",2017-09-28,"['RPG', 'Indie', 'Dungeon Crawler', 'Steampunk', 'Grid-Based Movement', 'Action', 'Adventure', 'First-Person', 'Puzzle', 'Atmospheric', 'Real-Time', 'CRPG', 'Real Time Tactics', 'Character Customization', 'Difficult', 'Retro', 'Replay Value', 'Tactical', 'Tactical RPG', 'Fantasy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Stats']",19.99,Very Positive,78
"['Action', 'Indie', 'RPG', 'Simulation', 'Strategy']",2017-10-04,"['Action', 'Indie', 'Top-Down Shooter', 'Dystopian', 'Local Co-Op', 'Shooter', 'Sci-fi', 'Top-Down', 'Singleplayer', 'Destruction', 'Cyberpunk', 'Replay Value', 'Gore', 'Character Customization', 'Strategy', 'RPG', 'Futuristic', 'Arcade', 'Simulation', 'Atmospheric']","['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,Very Positive,81
"['Adventure', 'Indie']",2017-10-05,"['3D Platformer', 'Cute', 'Indie', 'Great Soundtrack', 'Female Protagonist', 'Adventure', 'Exploration', 'Third Person', 'Platformer', 'Colorful', 'Singleplayer', 'Kickstarter', 'Open World', 'Funny', 'Family Friendly', 'Comedy', 'Action', 'Atmospheric', 'Co-op', 'Moddable']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor']",29.99,Overwhelmingly Positive,79
"['Action', 'Indie', 'Strategy']",2017-10-06,"['Strategy', 'Action', 'Indie', 'RTS', 'Multiplayer', 'Tower Defense', '2D', 'Atmospheric', 'Replay Value', 'Tactical', 'Classic']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",14.99,Mostly Positive,76
"['Simulation', 'Strategy']",2017-10-19,"['Simulation', 'Strategy', 'World War II', 'Management', 'Singleplayer', 'Indie', 'Difficult', 'Survival', 'Flight', 'War', 'Action', 'Rogue-like', 'Casual']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",14.99,Very Positive,75
"['Action', 'Free to Play']",2016-10-25,"['Multiplayer', 'Horror', 'Free to Play', 'First-Person', 'Action', 'Atmospheric', 'Competitive', 'Psychological Horror', 'Funny', 'Mystery', 'Thriller', 'Psychological', 'Strategy', 'Memes', 'Illuminati']","['Online Multi-Player', 'Steam Achievements', 'Steam Trading Cards', 'Stats']",0.0,Mostly Positive,68
['Adventure'],2017-10-31,"['Adventure', 'World War II', 'Story Rich', 'Atmospheric', 'Realistic', 'Dark', 'Drama', 'Education', 'Historical', 'Multiple Endings', 'Hidden Object']","['Single-player', 'Steam Achievements']",10.99,Positive,75
"['Action', 'Adventure']",2017-11-07,"['Great Soundtrack', 'Adventure', 'Character Customization', 'Action', '3D Platformer', 'Fast-Paced', 'Platformer', 'Singleplayer', 'Colorful', 'Story Rich', '2D', '2.5D', 'Memes', 'Funny', 'Family Friendly', 'Action-Adventure', 'Anime', 'Psychological Horror', 'Multiplayer', 'Sexual Content']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",39.99,Mostly Positive,58
"['Action', 'Free to Play']",2017-11-08,"['PvP', 'Multiplayer', 'Competitive', 'MOBA', 'Action', 'Arena Shooter', 'Fast-Paced', 'Fighting', 'Team-Based', 'Top-Down', 'Free to Play', 'Strategy', 'e-sports', 'Great Soundtrack', 'Difficult', 'Hack and Slash', 'RPG', 'Top-Down Shooter', 'Atmospheric', ""Beat 'em up""]","['Single-player', 'Multi-player', 'Online Multi-Player', 'In-App Purchases', 'Steam Cloud']",0.0,Very Positive,85
"['Casual', 'Indie', 'Simulation']",2017-12-06,"['Casual', 'Indie', 'Simulation', 'Female Protagonist', 'Choices Matter']","['Single-player', 'Steam Achievements', 'Partial Controller Support']",2.99,Very Positive,81
"['RPG', 'Strategy']",2017-12-07,"['RPG', 'Strategy', 'Fantasy', 'RTS', 'Singleplayer', 'Multiplayer', 'Atmospheric', 'Great Soundtrack', 'Open World', 'Co-op', 'Adventure']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",49.99,Mixed,74
