price,metascore,Racing,RPG,Strategy,Free to Play,Adventure,Action,Casual,Simulation,Massively Multiplayer,Indie,Early Access,Sports,year
59.99,86,1,0,0,0,0,0,0,1,0,0,0,1,2016
29.99,79,0,0,1,0,0,1,0,0,0,0,0,0,2016
59.99,83,0,1,0,0,0,1,0,0,0,0,0,0,2016
5.99,80,0,0,0,0,1,0,0,0,0,0,0,0,1999
9.99,74,0,0,1,0,0,0,0,1,0,0,0,0,2006
14.99,79,0,0,0,0,1,0,0,0,0,1,0,0,2016
19.99,74,0,0,0,0,1,0,0,0,0,0,0,0,2016
12.99,73,0,0,0,0,0,1,0,0,0,1,0,0,2016
14.99,76,0,0,0,0,1,1,0,0,0,1,0,0,2016
19.99,70,0,0,0,0,1,1,0,0,0,1,0,0,2016
14.99,71,0,1,1,0,0,0,0,1,0,1,0,0,2016
19.99,57,0,0,0,0,1,0,0,0,0,1,0,0,2016
9.99,63,0,0,0,0,1,0,0,0,0,1,0,0,2016
12.99,80,0,0,0,0,0,1,0,0,0,0,0,0,2016
14.99,57,0,1,0,0,1,0,0,0,0,1,0,0,2016
59.99,90,0,0,0,0,0,0,0,0,0,0,0,1,2016
0.0,79,0,0,1,1,0,1,0,0,0,1,0,0,2016
14.99,71,0,0,0,0,0,1,0,0,0,1,0,0,2016
9.99,72,0,0,0,0,1,1,0,0,0,1,0,0,2016
14.99,76,0,0,0,0,0,1,0,0,0,1,0,0,2016
10.99,78,0,1,0,0,1,0,0,0,0,1,0,0,2016
14.99,71,1,0,0,0,0,0,1,0,0,1,0,0,2016
9.99,81,0,0,0,0,0,0,0,0,0,1,0,0,2016
19.99,71,0,0,1,0,0,0,0,1,0,0,0,0,2016
9.99,77,0,0,0,0,1,0,0,1,0,1,0,0,2016
59.99,88,0,0,1,0,0,0,0,0,0,0,0,0,2016
24.99,69,0,0,0,0,0,0,0,1,0,0,0,0,2016
8.99,83,0,0,1,0,0,0,1,0,0,1,0,0,2016
1.99,64,0,0,0,0,0,0,0,1,0,1,0,0,2016
39.99,74,0,1,0,0,0,0,0,0,0,0,0,0,2016
49.99,80,0,0,0,0,0,0,0,1,0,0,0,1,2016
9.99,75,0,0,1,0,1,0,0,0,0,1,0,0,2016
14.99,74,0,0,0,0,1,0,0,0,0,0,0,0,2016
29.99,75,0,0,0,0,1,0,0,0,0,1,0,0,2016
14.99,80,0,0,0,0,1,0,0,0,0,1,0,0,2016
7.99,68,0,1,0,0,1,1,0,0,0,1,0,0,2016
10.99,84,0,1,0,0,1,1,0,0,0,0,0,0,2016
29.99,75,0,0,0,0,0,1,0,0,0,0,0,0,2016
14.99,80,0,0,1,0,0,0,0,1,0,0,0,0,2016
39.99,61,0,1,0,0,0,0,0,0,0,0,0,0,2016
29.99,72,0,0,0,0,0,1,0,0,0,0,0,1,2016
12.99,67,0,1,0,0,1,1,0,0,0,1,0,0,2016
11.99,60,0,0,0,0,1,0,0,0,0,1,0,0,2016
14.99,71,0,0,1,0,0,0,0,1,0,0,0,0,2016
5.99,74,0,0,0,0,1,0,0,0,0,1,0,0,2017
24.99,75,0,0,1,0,0,0,0,0,0,1,0,0,2017
7.99,64,0,0,0,0,0,1,1,0,0,1,0,1,2017
29.99,83,0,0,0,0,1,1,0,0,0,0,0,0,2017
14.99,58,0,0,0,0,1,0,0,0,0,1,0,0,2017
9.99,56,0,0,1,0,0,1,0,0,0,0,0,0,2001
3.99,84,0,0,0,0,0,1,0,0,0,1,0,0,2017
29.99,73,0,1,0,0,0,0,0,0,0,0,0,0,2017
26.99,62,0,0,0,0,0,0,0,1,0,0,0,0,2017
59.99,76,0,0,0,0,0,1,0,0,0,0,0,0,2017
4.99,71,0,0,0,0,1,0,1,0,0,1,0,0,2017
7.99,78,0,0,0,0,1,0,1,0,0,1,0,0,2017
19.99,88,0,0,0,0,1,0,0,0,0,0,0,0,2017
0.0,72,0,1,1,1,1,1,0,0,1,0,0,0,2001
14.99,86,0,0,0,0,1,1,0,0,0,1,0,0,2017
9.99,77,0,0,0,0,1,0,0,0,0,1,0,0,2017
14.99,69,0,0,0,0,0,1,0,0,0,1,0,0,2017
14.99,71,0,1,0,0,1,0,0,0,0,1,0,0,2017
59.99,74,0,0,0,0,0,1,0,0,0,0,0,0,2017
59.99,73,0,0,0,0,0,1,0,0,0,0,0,0,2017
8.99,86,0,0,0,0,0,1,0,0,0,1,0,0,2017
19.99,84,0,0,0,0,1,0,0,0,0,1,0,0,2017
39.99,80,0,0,0,0,0,1,0,0,0,0,0,0,2017
11.99,78,0,0,0,0,1,1,0,0,0,1,0,0,2017
19.99,83,0,0,0,0,1,0,0,0,0,1,0,0,2017
19.99,90,0,0,0,0,1,1,0,0,0,0,0,0,2017
39.99,73,0,0,0,0,1,1,0,0,0,1,0,0,2017
29.99,50,1,0,0,0,0,1,0,1,0,1,0,1,2017
14.99,77,0,1,0,0,0,0,0,0,0,1,0,0,2017
14.99,63,0,0,0,0,1,1,0,0,0,0,0,0,2017
24.99,78,0,0,0,0,1,0,0,0,0,0,0,0,2017
14.99,77,0,0,0,0,1,0,0,0,0,0,0,0,2017
5.99,72,0,0,1,0,0,0,0,0,0,0,0,0,2000
5.99,74,0,1,0,0,0,0,0,0,0,0,0,0,2000
14.99,74,0,0,1,0,0,1,0,0,0,0,0,0,2017
19.99,81,0,0,0,0,1,0,0,0,0,0,0,0,2017
2.99,46,0,0,0,0,0,1,1,1,0,0,0,0,2000
29.99,70,0,0,1,0,0,0,0,0,0,1,0,0,2017
19.99,75,0,1,0,0,1,1,0,0,0,1,0,0,2017
9.99,84,0,1,0,0,1,0,0,0,0,1,0,0,2017
19.99,57,0,0,0,0,1,0,0,0,0,1,0,0,2017
24.99,66,0,0,1,0,0,0,0,1,0,1,0,0,2017
17.99,75,0,0,0,0,1,0,0,0,0,1,0,0,2017
12.99,78,0,0,1,0,0,0,0,1,0,0,0,0,2017
19.99,74,0,0,0,0,1,1,0,0,0,1,0,0,2017
19.99,72,0,1,0,0,1,1,0,0,0,0,0,0,2017
8.99,78,0,0,0,0,1,0,1,1,0,1,0,0,2017
14.99,68,0,0,0,0,0,1,0,0,0,1,0,0,2017
34.99,74,0,1,1,0,0,1,0,1,0,0,0,0,2017
9.99,73,0,1,1,0,1,1,0,1,1,0,0,0,2017
14.99,64,0,0,0,0,0,1,0,0,0,0,0,0,2017
24.99,81,0,0,1,0,0,1,0,1,1,1,0,0,2017
39.99,68,0,1,1,0,0,0,0,1,0,1,0,0,2017
19.99,58,1,0,0,0,0,1,0,1,0,1,0,1,2017
49.99,82,0,0,0,0,0,1,0,0,0,0,0,1,2017
19.99,68,0,0,1,0,0,0,0,0,0,0,0,0,2017
7.99,83,0,0,0,0,0,1,0,0,0,1,0,0,2017
29.99,71,0,0,0,0,0,0,0,1,0,0,0,1,2017
9.99,82,0,1,1,0,0,0,0,0,0,1,0,0,2017
19.99,84,0,0,0,0,0,1,0,0,0,1,0,0,2017
29.99,75,0,0,0,0,0,1,0,0,0,0,0,0,2017
14.99,81,0,0,1,0,0,0,0,0,0,1,0,0,2017
19.99,76,0,0,0,0,0,1,1,0,0,0,0,0,2017
14.99,64,0,0,0,0,0,1,0,0,0,1,0,0,2017
24.99,70,0,0,0,0,1,0,0,0,0,1,0,0,2017
14.99,72,0,0,0,0,0,0,1,1,0,1,0,0,2017
19.99,76,0,0,0,0,0,1,0,0,0,1,0,0,2017
19.99,82,0,1,0,0,0,1,0,0,0,1,0,0,2017
19.99,68,0,1,1,0,0,1,0,0,0,1,0,0,2017
0.0,76,0,1,0,1,1,1,0,0,1,0,0,0,2017
19.99,81,0,0,1,0,0,1,0,0,0,1,0,0,2017
19.99,81,0,0,0,0,1,1,0,1,0,1,0,0,2017
39.99,80,0,1,0,0,0,0,0,0,0,0,0,0,2017
9.99,69,0,0,0,0,0,0,0,1,0,1,0,0,2017
12.99,78,0,1,0,0,1,1,0,0,0,1,0,0,2017
19.99,64,0,1,0,0,0,1,0,0,0,1,0,0,2017
10.99,86,0,1,0,0,1,0,0,0,0,1,0,0,2017
49.99,70,0,0,1,0,0,0,0,0,0,0,0,0,2017
29.99,78,0,0,0,0,1,0,0,0,0,1,0,0,2017
14.99,80,0,0,0,0,0,1,1,0,0,1,0,0,2017
39.99,88,0,0,1,0,0,0,0,0,0,0,0,0,2017
59.99,70,0,1,0,0,1,1,0,0,1,1,0,0,2017
24.99,80,0,1,0,0,0,1,0,0,0,0,0,0,2017
19.99,67,0,1,0,0,1,1,0,0,0,1,0,0,2017
14.99,69,0,1,0,0,1,1,0,0,0,1,0,0,2017
59.99,81,0,0,0,0,0,0,0,0,0,0,0,1,2017
29.99,74,0,0,1,0,0,0,0,1,0,1,0,0,2017
29.99,80,0,0,0,0,0,1,0,0,0,0,0,0,2017
9.99,65,0,0,0,0,0,1,0,0,0,1,0,0,2017
24.99,72,0,0,0,0,1,1,0,0,0,1,0,0,2017
59.99,69,0,0,0,0,0,1,0,0,0,0,0,0,2017
9.99,59,0,0,0,0,0,1,0,0,0,1,0,0,2017
14.99,79,0,0,1,0,1,1,0,0,0,1,0,0,2017
19.99,77,0,0,0,0,1,1,0,0,0,1,0,0,2017
59.99,61,0,1,0,0,0,0,0,0,0,0,0,0,2017
19.99,75,0,0,0,0,0,1,0,0,0,1,0,0,2017
19.99,78,0,1,0,0,1,1,0,0,0,1,0,0,2017
14.99,81,0,1,1,0,0,1,0,1,0,1,0,0,2017
29.99,79,0,0,0,0,1,0,0,0,0,1,0,0,2017
14.99,76,0,0,1,0,0,1,0,0,0,1,0,0,2017
14.99,75,0,0,1,0,0,0,0,1,0,0,0,0,2017
0.0,68,0,0,0,1,0,1,0,0,0,0,0,0,2016
10.99,75,0,0,0,0,1,0,0,0,0,0,0,0,2017
39.99,58,0,0,0,0,1,1,0,0,0,0,0,0,2017
0.0,85,0,0,0,1,0,1,0,0,0,0,0,0,2017
2.99,81,0,0,0,0,0,0,1,1,0,1,0,0,2017
49.99,74,0,1,1,0,0,0,0,0,0,0,0,0,2017
14.99,83,0,0,0,0,1,0,1,0,0,1,0,0,2017
3.99,58,0,0,1,0,0,0,0,1,0,0,0,0,2005
9.99,78,0,0,1,0,0,0,0,1,0,0,0,0,2017
9.99,75,0,0,1,0,0,1,0,0,0,0,0,0,2003
5.99,67,0,0,1,0,0,1,0,0,0,0,0,0,2002
9.99,76,0,0,0,0,1,0,1,1,0,1,0,0,2017
9.99,82,0,1,0,0,1,0,0,0,0,1,0,0,2017
19.99,93,0,0,0,0,1,0,0,0,0,0,0,0,2017
29.99,40,0,0,1,0,1,0,0,0,0,1,0,0,2017
9.99,76,1,0,0,0,0,1,0,0,0,0,0,0,2017
59.99,86,0,0,0,0,0,1,0,0,0,0,0,0,2017
19.99,80,0,1,0,0,1,1,0,0,0,1,0,0,2017
24.99,65,0,1,0,0,1,1,0,0,0,0,0,0,2017
0.0,81,0,0,0,1,0,1,0,1,1,0,0,0,2017
29.99,51,0,0,0,0,1,0,0,0,0,0,0,0,2017
49.99,82,0,0,0,0,0,0,0,1,0,0,0,1,2017
29.99,80,0,1,0,0,0,1,0,0,0,1,0,0,2017
49.99,69,0,1,0,0,0,0,0,0,0,0,0,0,2017
29.99,80,0,1,0,0,0,1,0,0,0,0,0,0,2017
59.99,86,0,0,0,0,0,1,0,0,0,0,0,0,2017
9.99,54,0,1,0,0,1,1,1,1,0,1,0,0,2017
59.99,66,0,0,0,0,0,0,0,1,0,0,0,1,2017
39.99,75,0,0,1,0,0,0,0,1,0,0,0,0,2017
59.99,81,0,0,0,0,1,1,0,0,0,0,0,0,2017
29.99,84,0,0,1,0,0,0,0,1,0,0,0,0,2017
9.99,46,0,0,0,0,1,0,0,0,0,1,0,0,2017
24.99,66,0,0,1,0,0,0,0,0,0,1,0,0,2017
4.68,79,0,1,0,0,0,0,0,0,0,1,0,0,2017
24.99,75,0,0,0,0,0,1,0,0,0,1,0,1,2017
0.0,86,0,0,1,1,0,1,0,1,0,0,0,0,2017
19.99,88,0,0,0,0,0,1,0,0,0,1,0,0,2017
59.99,86,0,0,1,0,0,1,0,0,0,0,0,0,2017
19.99,77,0,0,0,0,1,1,0,0,0,1,0,0,2017
39.99,53,0,1,0,0,1,1,0,0,0,0,0,0,2017
14.99,50,0,1,0,0,0,1,0,0,0,1,0,0,2017
0.0,54,0,0,0,1,1,1,0,0,0,1,0,0,2017
19.99,85,0,0,0,0,1,1,0,0,0,1,0,0,2017
19.99,78,0,0,0,0,1,0,0,0,0,1,0,0,2017
9.99,83,0,0,1,0,0,0,0,1,0,0,0,0,2017
2.99,73,0,0,0,0,0,0,1,0,0,1,0,0,2017
19.99,82,0,0,0,0,0,1,0,0,0,1,0,0,2017
59.99,87,0,0,0,0,0,0,0,1,0,0,0,1,2017
44.99,93,0,1,1,0,1,0,0,0,0,0,0,0,2017
19.99,80,0,0,1,0,0,1,1,0,0,1,0,0,2017
17.99,70,0,0,0,0,1,0,0,0,0,0,0,0,2017
9.99,55,0,0,0,0,1,0,0,0,0,1,0,0,2017
0.0,73,0,0,1,1,0,1,0,1,1,1,1,0,2001
14.99,68,0,0,0,0,1,0,0,0,0,1,0,0,2017
19.99,75,0,0,0,0,1,0,0,0,0,1,0,0,2017
39.99,77,0,0,1,0,0,0,0,0,0,0,0,0,2017
16.99,79,0,0,0,0,1,1,0,0,0,0,0,0,2017
29.99,75,0,0,0,0,1,1,0,0,0,1,0,0,2017
19.99,84,0,0,0,0,1,1,1,0,0,0,0,0,2017
59.99,89,1,0,0,0,0,0,0,1,0,0,0,1,2017
19.99,74,0,0,1,0,0,0,0,1,0,1,0,0,2017
5.99,83,0,0,0,0,1,0,1,0,0,1,0,0,2017
19.99,64,0,1,0,0,0,0,0,0,0,0,0,0,2017
14.99,73,0,1,1,0,0,0,0,1,0,1,0,0,2017
29.99,76,0,0,0,0,0,1,0,0,0,0,0,0,2017
29.99,83,0,0,0,0,1,1,0,0,0,1,0,0,2017
19.99,76,0,0,0,0,1,0,0,0,0,1,0,0,2017
19.99,74,0,0,0,0,1,1,0,0,0,1,0,0,2017
14.99,65,0,1,0,0,1,1,0,0,0,1,0,0,2017
29.99,65,0,0,1,0,0,0,0,1,0,1,0,0,2017
24.99,71,0,0,0,0,1,0,0,0,0,1,0,0,2017
3.99,58,0,0,0,0,0,1,1,0,0,1,0,1,2017
16.99,71,0,0,0,0,1,0,0,0,0,1,0,0,2017
0.0,76,0,0,1,1,0,1,0,0,0,0,0,0,2017
9.99,80,0,1,0,0,1,0,0,1,0,0,0,0,2017
17.99,73,0,1,1,0,0,0,0,0,0,1,0,0,2017
14.99,84,0,0,0,0,1,1,0,0,0,1,0,0,2017
14.99,72,0,0,0,0,1,1,0,0,0,1,0,0,2017
5.99,69,0,1,0,0,1,0,0,0,0,1,0,0,2017
9.99,52,0,0,0,0,1,0,0,0,0,1,0,0,2017
14.99,80,0,0,1,0,1,1,0,0,0,1,0,0,2017
39.99,87,0,1,0,0,0,0,0,0,1,0,0,0,2017
59.99,78,1,0,0,0,0,0,0,1,0,0,0,1,2017
19.99,73,0,0,0,0,1,0,0,0,0,1,0,0,2017
4.99,78,0,0,0,0,1,0,0,0,0,0,0,0,2017
9.99,70,0,1,0,0,1,0,0,0,0,1,0,0,2017
19.99,70,0,0,0,0,1,1,0,0,0,1,0,0,2017
19.99,69,1,0,0,0,1,1,0,0,0,1,0,0,2017
4.99,81,0,1,0,0,1,0,1,1,0,1,0,0,2017
29.99,78,0,0,0,0,1,0,0,0,0,0,0,0,2017
39.99,61,0,0,0,0,0,1,0,0,0,0,0,0,2017
19.99,78,0,0,0,0,0,1,0,0,0,0,0,0,2017
39.99,83,0,0,1,0,0,1,0,1,0,0,0,0,2017
19.99,62,0,0,0,0,1,0,0,1,0,1,0,0,2017
9.99,69,0,0,0,0,1,0,0,0,0,1,0,0,2017
7.99,77,0,0,0,0,1,0,1,0,0,1,0,0,2017
24.99,73,0,1,1,0,0,0,0,0,0,1,0,0,2017
39.99,72,0,1,0,0,0,1,0,0,0,0,0,0,2017
5.99,69,0,0,0,0,0,1,1,0,0,1,0,0,2017
7.99,71,0,0,0,0,1,0,0,0,0,1,0,0,2017
14.99,77,0,0,1,0,0,0,0,1,0,1,0,0,2017
19.99,67,0,0,0,0,0,0,0,0,0,0,0,1,2017
29.99,83,0,1,0,0,0,0,0,0,0,0,0,0,2017
29.99,74,0,1,1,0,0,0,0,0,0,1,0,0,2017
19.95,70,0,0,0,0,0,1,0,0,0,1,0,0,2017
19.99,89,0,0,0,0,1,0,0,0,0,1,0,0,2017
14.99,78,0,1,0,0,0,0,1,1,0,1,0,0,2017
0.0,87,0,0,1,1,0,1,0,0,0,0,0,0,2017
14.99,80,0,0,0,0,1,1,0,0,0,1,0,0,2017
29.99,68,0,1,0,0,1,1,0,0,0,1,0,0,2017
9.99,88,0,0,1,0,1,1,0,0,0,0,0,0,1998
39.99,76,0,0,0,0,1,1,0,0,0,0,0,0,2017
9.99,65,0,0,0,0,1,0,0,0,0,1,0,0,2017
14.99,76,0,0,0,0,0,1,0,0,0,0,0,0,2017
15.99,70,0,0,0,0,1,0,0,0,0,1,0,0,2017
29.99,52,1,0,0,0,0,0,0,0,0,0,0,0,2017
19.99,61,0,1,1,0,1,0,0,1,0,1,0,0,2017
19.99,66,0,0,0,0,1,0,1,0,0,1,0,0,2017
19.99,66,0,0,0,0,1,1,0,0,0,1,0,0,2017
0.0,63,0,1,0,1,0,0,0,1,0,0,0,0,2017
29.99,80,0,1,1,0,0,0,0,0,0,1,0,0,2017
19.99,63,0,1,1,0,0,1,0,0,0,1,0,0,2017
14.99,62,0,0,0,0,1,1,0,0,0,0,0,0,2017
11.99,48,0,0,0,0,0,0,0,0,0,0,0,1,2017
19.99,71,0,0,0,0,1,0,1,0,0,1,0,0,2017
19.99,86,0,0,1,0,0,0,0,1,0,1,0,1,2017
9.99,65,0,0,0,0,1,0,0,0,0,1,0,0,2017
19.99,73,0,0,0,0,1,0,0,0,0,1,0,0,2017
59.99,84,0,1,0,0,0,1,0,0,0,0,0,0,2017
14.99,61,0,1,0,0,0,0,0,0,0,1,0,0,2017
14.99,76,0,0,0,0,1,0,0,0,0,1,0,0,2016
19.99,75,0,0,0,0,1,0,0,0,0,1,0,0,2017
4.99,58,1,0,0,0,0,1,0,0,0,0,0,0,2012
24.99,68,0,0,0,0,1,0,0,0,0,1,0,0,2017
14.99,78,0,0,0,0,1,1,0,0,0,0,0,0,2017
0.0,80,0,0,1,1,0,0,0,0,1,1,0,0,2017
9.99,81,0,0,0,0,1,0,0,0,0,1,0,0,2017
44.99,81,0,1,1,0,1,0,0,0,0,1,0,0,2016
14.99,78,0,1,0,0,0,0,0,0,0,1,0,0,2017
9.99,77,0,0,0,0,1,0,0,0,0,1,0,0,2017
9.99,72,0,0,0,0,0,1,0,0,0,1,0,0,2017
8.99,76,0,0,0,0,0,0,1,0,0,1,0,0,2017
1.99,44,0,0,0,0,1,0,0,0,0,1,0,0,2017
14.99,72,0,0,0,0,1,0,0,0,0,0,0,0,2017
14.99,49,0,0,0,0,1,0,0,1,0,1,0,0,2017
9.99,75,0,0,0,0,1,0,0,0,0,1,0,0,2017
14.99,66,0,0,0,0,1,1,0,0,0,0,0,0,2017
3.99,74,0,0,0,0,1,0,0,0,0,1,0,0,2017
9.99,83,0,0,0,0,0,1,0,0,0,1,0,0,2017
49.99,61,0,0,0,0,0,0,0,1,0,0,0,1,2017
19.99,61,0,0,0,0,1,1,0,0,0,1,0,0,2017
14.99,79,0,0,0,0,0,1,0,0,0,1,0,0,2017
29.99,64,0,1,0,0,0,0,0,0,0,0,0,0,2017
24.99,63,0,0,1,0,0,0,0,1,0,1,0,0,2016
19.99,66,0,1,0,0,1,1,0,0,0,1,0,0,2017
9.99,71,0,0,0,0,1,0,0,0,0,1,0,0,2017
9.99,67,0,1,0,0,1,0,0,1,0,1,0,0,2017
19.99,81,0,1,0,0,0,0,0,0,0,0,0,0,2017
6.99,50,0,0,0,0,0,1,0,0,0,0,0,0,2017
9.99,90,0,0,0,0,1,1,1,0,0,1,0,0,2017
2.99,71,0,0,0,0,0,0,1,0,0,1,0,0,2017
14.99,67,0,0,0,0,1,1,0,0,0,1,0,0,2017
29.99,62,0,0,1,0,0,0,0,1,0,0,0,0,2017
29.99,68,0,0,1,0,0,0,0,0,0,0,0,0,2017
49.99,80,0,1,0,0,0,1,0,0,0,0,0,0,2017
19.99,73,0,0,0,0,0,0,0,0,0,1,0,0,2016
12.99,69,0,0,0,0,0,1,0,0,0,1,0,0,2016
19.99,76,0,0,0,0,1,1,0,0,0,1,0,0,2016
12.99,62,0,0,0,0,1,0,0,0,0,1,0,0,2016
9.99,81,0,0,0,0,1,0,1,0,0,1,0,0,2016
29.99,63,0,0,0,0,0,1,0,0,0,0,0,0,2016
9.99,68,0,0,0,0,0,1,0,0,0,0,0,0,2003
19.99,65,0,0,0,0,1,0,0,0,0,1,0,0,2016
24.99,83,0,0,0,0,1,0,0,0,0,1,0,0,2016
44.99,84,0,0,1,0,0,0,0,1,0,0,0,0,2016
14.99,43,0,0,1,0,0,0,0,1,0,0,0,0,2016
9.99,64,0,0,0,0,1,1,0,0,0,1,0,0,2016
14.99,56,0,0,0,0,1,0,0,0,0,1,0,0,2016
9.99,80,0,0,0,0,1,1,1,0,0,1,0,0,2016
39.99,86,0,0,0,0,0,1,0,0,0,0,0,0,2016
39.99,81,0,0,1,0,0,0,0,1,0,1,0,0,2016
34.99,81,1,0,1,0,0,0,0,1,0,0,0,1,2016
11.99,67,0,0,0,0,1,0,0,0,0,1,0,0,2016
4.99,65,0,0,0,0,0,1,1,0,0,1,0,0,2016
59.99,73,0,0,0,0,1,1,0,0,0,0,0,0,2016
19.99,78,0,1,0,0,0,1,0,0,0,0,0,0,2016
14.99,82,0,1,0,0,1,0,0,0,0,1,0,0,2016
19.99,64,0,0,1,0,0,0,0,1,0,1,0,1,2016
24.99,88,0,0,0,0,1,1,0,0,0,1,0,0,2016
2.99,75,0,0,0,0,1,0,0,0,0,1,0,0,2016
12.99,82,0,1,1,0,0,0,0,0,0,0,0,0,2016
39.99,78,0,0,0,0,1,1,0,0,0,0,0,0,2016
19.99,72,0,0,0,0,1,1,0,0,0,0,0,0,2016
49.99,67,1,0,0,0,0,0,0,1,0,0,0,1,2016
44.99,68,1,0,0,0,0,0,0,0,0,0,0,0,2016
7.99,62,0,0,0,0,0,1,0,1,0,1,0,0,2016
39.99,62,0,0,0,0,1,1,0,0,0,0,0,0,2016
0.0,81,0,0,1,1,0,0,0,0,0,0,0,0,2016
19.99,71,0,0,0,0,1,1,0,0,0,1,0,0,2016
11.99,85,0,0,0,0,1,1,0,0,0,1,0,0,2016
19.99,64,0,1,0,0,0,0,0,0,0,1,0,0,2016
14.99,78,0,1,0,0,1,1,0,0,0,1,0,0,2016
19.99,79,0,1,0,0,0,1,0,0,0,1,0,0,2016
17.99,54,0,0,0,0,0,1,0,0,0,0,0,0,2016
9.99,82,0,0,0,0,1,0,1,0,0,1,0,0,2016
14.99,67,0,1,0,0,0,0,0,0,0,1,0,0,2016
14.99,66,0,0,0,0,1,1,0,0,0,1,0,0,2016
9.99,69,0,1,0,0,1,0,1,1,0,1,0,0,2016
12.99,70,0,0,0,0,0,1,1,0,0,1,0,0,2016
19.99,75,0,0,0,0,1,0,0,0,0,1,0,0,2016
9.99,70,0,1,1,0,1,0,0,0,0,1,0,0,2016
34.99,87,0,0,0,0,1,0,0,0,0,0,0,0,2016
19.99,73,0,0,1,0,0,0,0,1,0,0,0,0,2016
14.99,69,0,1,0,0,1,1,0,0,0,0,0,0,2016
19.99,68,0,0,0,0,1,1,0,0,0,1,0,0,2016
14.99,70,0,0,0,0,0,1,0,0,0,1,0,0,2016
4.99,90,0,0,0,0,1,1,0,0,0,1,0,0,2016
14.99,74,0,1,1,0,1,0,0,1,0,1,0,0,2016
14.99,75,0,0,0,0,1,0,0,0,0,1,0,0,2016
14.99,66,0,1,1,0,1,0,0,0,0,1,0,0,2016
7.99,82,0,0,0,0,0,1,0,0,0,1,0,0,2016
9.99,73,0,0,0,0,1,1,0,0,0,1,0,0,2016
14.99,90,0,0,0,0,0,1,0,0,0,0,0,0,2016
29.99,74,0,0,1,0,0,0,0,0,0,0,0,0,2016
9.99,64,0,0,1,0,0,0,0,0,0,0,0,0,2003
9.99,74,0,0,0,0,1,0,1,0,0,1,0,0,2016
13.99,66,0,0,0,0,1,0,0,0,0,1,0,0,2016
0.0,82,0,0,1,1,0,0,0,0,0,1,0,0,2016
4.99,49,0,0,1,0,1,0,0,0,0,1,0,0,2016
12.99,69,0,0,1,0,0,1,0,0,0,1,0,0,2016
29.99,67,0,1,1,0,0,0,0,0,0,0,0,0,2016
59.99,61,0,0,0,0,1,1,0,0,0,0,0,0,2016
14.99,80,0,0,0,0,0,0,1,0,0,1,0,0,2016
19.99,83,0,0,0,0,1,1,1,1,0,1,0,0,2016
14.99,70,0,0,0,0,1,1,0,0,0,1,0,0,2016
16.99,81,0,0,0,0,0,1,1,1,0,1,0,0,2016
11.99,82,0,0,0,0,0,0,0,0,0,1,0,0,2017
19.99,81,0,0,0,0,1,1,0,0,0,1,0,0,2016
9.99,73,0,0,0,0,1,0,0,1,0,1,0,0,2017
24.99,91,0,0,1,0,0,1,1,0,0,1,0,0,2016
11.99,73,0,0,0,0,0,0,0,1,0,1,0,0,2016
14.99,79,0,0,0,0,0,1,0,0,0,1,0,0,2016
7.99,50,0,1,0,0,1,0,0,0,0,0,0,0,2016
34.99,74,0,0,1,0,0,1,0,1,0,0,0,0,2016
14.99,71,0,0,0,0,1,0,0,0,0,0,0,0,2016
9.99,63,0,0,1,0,0,1,0,0,0,1,0,0,2016
12.99,75,0,0,0,0,1,0,1,0,0,1,0,0,2017
19.99,52,0,0,0,0,0,1,0,0,0,0,0,0,2016
14.99,77,0,0,0,0,1,0,0,1,0,1,0,0,2016
19.99,75,0,0,1,0,0,0,0,0,0,1,0,0,2016
19.99,64,0,0,0,0,0,0,0,1,0,0,0,1,2016
39.99,72,1,0,0,0,0,0,0,1,0,0,0,1,2016
12.99,77,0,0,0,0,0,0,0,0,0,1,0,0,2016
0.0,82,0,1,0,1,0,0,0,0,1,0,0,0,2014
14.99,81,0,1,1,0,1,1,0,0,0,1,0,0,2016
24.99,66,0,0,1,0,0,0,0,0,0,0,0,0,2016
12.99,68,0,1,0,0,0,1,0,0,0,1,0,0,2016
39.99,83,0,0,1,0,0,0,0,1,0,0,0,0,2016
0.99,40,0,0,1,0,0,0,1,1,0,1,0,0,2016
6.99,58,0,0,0,0,1,1,0,0,0,1,0,0,2016
19.99,73,0,0,0,0,1,1,0,0,0,0,0,0,2016
19.99,54,0,0,0,0,0,1,0,0,0,0,0,1,2016
19.99,70,0,0,0,0,0,1,0,0,0,1,0,0,2016
29.99,70,0,0,0,0,0,1,0,0,0,0,0,0,2016
14.99,67,0,0,0,0,1,1,1,0,0,1,0,0,2016
0.0,76,0,0,1,1,1,0,0,0,0,0,0,0,2016
14.99,69,0,0,1,0,0,1,0,0,0,0,0,0,2016
9.99,74,0,0,0,0,0,1,0,0,0,1,0,0,2016
59.99,86,0,0,1,0,0,1,0,0,0,0,0,0,2016
19.99,77,0,0,0,0,1,0,0,0,0,1,0,0,2016
8.99,54,0,0,0,0,0,1,0,0,0,1,0,0,2016
19.99,68,0,0,0,0,0,1,0,0,0,0,0,0,2016
29.99,80,0,0,1,0,0,0,0,0,0,0,0,0,2016
9.99,72,0,0,0,0,1,0,1,0,0,1,0,0,2016
29.99,85,0,0,0,0,0,1,0,0,0,0,0,0,2016
0.0,64,0,1,0,1,0,0,0,0,1,1,0,0,2016
9.99,58,0,0,0,0,1,1,0,0,0,1,0,0,2016
